Kecamatan,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Sertifikat,Daya Listrik,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Hadap,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Alamat,Tipe Iklan,Aksesibilitas,NJOP_Rp_per_m2,Tingkat_Keamanan
Wiyung,3,3,84,102,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Barat,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Wiyung Raya No.121, Surabaya (-7.241859, 112.762117)",Keduanya,Baik,1000000.0,Rendah
Wiyung,3,3,84,110,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Barat,Tidak,,PAM atau PDAM,Tidak,Baru,"Jl. Wiyung Raya No.20, Surabaya (-7.39762, 112.729655)",Disewa,Baik,1000000.0,Tinggi
Sukolilo,4,4,85,130,SHM - Sertifikat Hak Milik,2200.0,,,Unfurnished,2.0,Selatan,,,,,Baru,"Jl. Sukolilo Raya No.75, Surabaya (-7.341369, 112.775409)",Disewa,Buruk,1000000.0,Tinggi
Rungkut,4,4,87,120,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Utara,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.144, Surabaya (-7.398815, 112.676212)",Dijual,Baik,1032000.0,Tinggi
Semampir,3,3,87,120,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,2.0,Utara,Tidak,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Semampir Raya No.70, Surabaya (-7.32476, 112.717985)",Keduanya,Baik,1274000.0,Tinggi
Rungkut,3,3,90,140,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,,Tidak,,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.56, Surabaya (-7.387368, 112.77412)",Disewa,Baik,1032000.0,Rendah
Rungkut,3,3,90,140,SHM - Sertifikat Hak Milik,,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.101, Surabaya (-7.217298, 112.642963)",Disewa,Baik,1032000.0,Rendah
Sambikerep,4,4,90,90,SHM - Sertifikat Hak Milik,,,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Bagus,"Jl. Sambikerep Raya No.186, Surabaya (-7.316864, 112.697148)",Keduanya,Buruk,1000000.0,Tinggi
Sambikerep,3,2,90,70,HGB - Hak Guna Bangunan,2200.0,,,Unfurnished,2.0,Selatan,,,,,Baru,"Jl. Sambikerep Raya No.132, Surabaya (-7.308101, 112.792148)",Disewa,Baik,1000000.0,Tinggi
Sukolilo,3,3,91,135,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Sukolilo Raya No.111, Surabaya (-7.33003, 112.69472)",Dijual,Baik,1000000.0,Tinggi
Rungkut,4,3,99,160,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.125, Surabaya (-7.274499, 112.650566)",Disewa,Baik,1032000.0,Tinggi
Rungkut,4,3,99,160,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,,,Tidak,Baru,"Jl. Rungkut Raya No.132, Surabaya (-7.243118, 112.670215)",Disewa,Baik,1032000.0,Tinggi
Rungkut,4,3,99,160,SHM - Sertifikat Hak Milik,,,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Rungkut Raya No.20, Surabaya (-7.270371, 112.777017)",Dijual,Baik,1032000.0,Tinggi
Sukolilo,3,2,102,120,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Tidak,Tidak,Unfurnished,2.0,,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Sukolilo Raya No.138, Surabaya (-7.250359, 112.790977)",Dijual,Baik,1000000.0,Tinggi
Sukolilo,3,2,102,120,HGB - Hak Guna Bangunan,,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,3 Mobil,,Tidak,Baru,"Jl. Sukolilo Raya No.24, Surabaya (-7.218805, 112.790022)",Dijual,Buruk,1000000.0,Rendah
Sukolilo,3,2,102,120,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Tidak,,PAM atau PDAM,Tidak,Baru,"Jl. Sukolilo Raya No.154, Surabaya (-7.227291, 112.739788)",Keduanya,Baik,1000000.0,Tinggi
Sukolilo,3,2,102,120,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Sukolilo Raya No.37, Surabaya (-7.265188, 112.70192)",Disewa,Baik,1000000.0,Tinggi
Sukolilo,3,2,102,120,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,,PAM atau PDAM,Tidak,Baru,"Jl. Sukolilo Raya No.54, Surabaya (-7.357072, 112.636538)",Disewa,Baik,1000000.0,Tinggi
Sukolilo,3,2,102,120,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Sukolilo Raya No.103, Surabaya (-7.272459, 112.624644)",Dijual,Baik,1000000.0,Rendah
Tambaksari,3,3,112,120,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Baru,"Jl. Tambaksari Raya No.149, Surabaya (-7.298783, 112.611953)",Keduanya,Buruk,1032000.0,Tinggi
Tambaksari,3,3,112,120,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Tambaksari Raya No.38, Surabaya (-7.256556, 112.603543)",Dijual,Baik,1032000.0,Rendah
Tambaksari,3,3,112,120,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Tambaksari Raya No.174, Surabaya (-7.233414, 112.775623)",Disewa,Baik,1032000.0,Tinggi
Wiyung,3,2,116,71,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Barat,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Wiyung Raya No.4, Surabaya (-7.251456, 112.761817)",Keduanya,Baik,1000000.0,Tinggi
Rungkut,6,2,120,180,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Rungkut Raya No.188, Surabaya (-7.230688, 112.713564)",Keduanya,Baik,1032000.0,Tinggi
Rungkut,3,2,120,120,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,,Tidak,Bagus,"Jl. Rungkut Raya No.57, Surabaya (-7.387227, 112.799745)",Disewa,Baik,1032000.0,Tinggi
Kenjeran,3,2,124,150,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Kenjeran Raya No.173, Surabaya (-7.393676, 112.79061)",Keduanya,Buruk,1032000.0,Tinggi
Tambaksari,3,3,127,140,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Tambaksari Raya No.20, Surabaya (-7.3483, 112.731022)",Keduanya,Baik,1032000.0,Rendah
Sukolilo,3,2,128,130,SHM - Sertifikat Hak Milik,1300.0,,,Unfurnished,2.0,,,,,,Baru,"Jl. Sukolilo Raya No.17, Surabaya (-7.219867, 112.692915)",Dijual,Baik,1000000.0,Tinggi
Sukolilo,3,2,128,130,SHM - Sertifikat Hak Milik,1300.0,,,Unfurnished,2.0,Utara,,,,,Baru,"Jl. Sukolilo Raya No.119, Surabaya (-7.235268, 112.630434)",Keduanya,Baik,1000000.0,Tinggi
Wiyung,3,2,128,170,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.71, Surabaya (-7.263455, 112.703119)",Dijual,Baik,1000000.0,Tinggi
Wiyung,3,3,128,125,SHM - Sertifikat Hak Milik,3500.0,,,Unfurnished,2.0,,,,,,Bagus Sekali,"Jl. Wiyung Raya No.4, Surabaya (-7.259848, 112.631549)",Keduanya,Baik,1000000.0,Tinggi
Lakarsantri,4,2,132,170,SHM - Sertifikat Hak Milik,2200.0,,,Unfurnished,2.0,,,,,,Bagus,"Jl. Lakarsantri Raya No.14, Surabaya (-7.254666, 112.67969)",Dijual,Buruk,1000000.0,Tinggi
Wiyung,3,2,135,135,SHM - Sertifikat Hak Milik,,,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Bagus,"Jl. Wiyung Raya No.3, Surabaya (-7.211479, 112.78853)",Dijual,Baik,1000000.0,Tinggi
Kenjeran,3,2,136,170,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Barat,Tidak,,,Tidak,Bagus,"Jl. Kenjeran Raya No.80, Surabaya (-7.233562, 112.668396)",Keduanya,Baik,1032000.0,Tinggi
Kenjeran,3,3,138,120,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,2.0,,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Kenjeran Raya No.186, Surabaya (-7.275322, 112.630557)",Dijual,Baik,1032000.0,Rendah
Rungkut,2,2,140,100,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.55, Surabaya (-7.266857, 112.716479)",Disewa,Buruk,1032000.0,Tinggi
Mulyorejo,3,1,144,144,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Mulyorejo Raya No.132, Surabaya (-7.357252, 112.720473)",Disewa,Baik,1000000.0,Rendah
Mulyorejo,3,1,144,144,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Mulyorejo Raya No.120, Surabaya (-7.268536, 112.638761)",Keduanya,Buruk,1000000.0,Tinggi
Sambikerep,2,1,144,90,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.24, Surabaya (-7.315064, 112.639317)",Keduanya,Baik,1000000.0,Rendah
Sambikerep,2,1,144,100,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.162, Surabaya (-7.369408, 112.79791)",Keduanya,Buruk,1000000.0,Tinggi
Sambikerep,2,1,144,100,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.158, Surabaya (-7.238719, 112.648656)",Disewa,Baik,1000000.0,Tinggi
Sambikerep,2,1,144,100,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.82, Surabaya (-7.297951, 112.767638)",Keduanya,Baik,1000000.0,Tinggi
Sambikerep,2,1,144,100,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.147, Surabaya (-7.204515, 112.694065)",Keduanya,Baik,1000000.0,Tinggi
Sambikerep,2,1,144,100,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.159, Surabaya (-7.343664, 112.686998)",Dijual,Baik,1000000.0,Rendah
Sambikerep,2,1,144,100,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.188, Surabaya (-7.303866, 112.658992)",Keduanya,Baik,1000000.0,Tinggi
Sambikerep,2,1,144,100,SHM - Sertifikat Hak Milik,3500.0,,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.60, Surabaya (-7.310401, 112.754765)",Disewa,Baik,1000000.0,Rendah
Gubeng,5,3,150,150,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,2 Mobil,PAM atau PDAM,Tidak,,"Jl. Gubeng Raya No.147, Surabaya (-7.375844, 112.776132)",Disewa,Baik,1147000.0,Tinggi
Kenjeran,4,2,150,150,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Kenjeran Raya No.49, Surabaya (-7.314777, 112.652225)",Keduanya,Baik,1032000.0,Tinggi
Rungkut,4,4,150,150,SHM - Sertifikat Hak Milik,,Ya,Ya,Unfurnished,1.0,,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.63, Surabaya (-7.342489, 112.619019)",Disewa,Buruk,1032000.0,Rendah
Tambaksari,4,2,150,150,SHM - Sertifikat Hak Milik,,Ya,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Tambaksari Raya No.110, Surabaya (-7.367936, 112.627384)",Dijual,Baik,1032000.0,Tinggi
Tambaksari,4,2,150,120,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Tambaksari Raya No.150, Surabaya (-7.343569, 112.758561)",Dijual,Buruk,1032000.0,Tinggi
Wiyung,3,2,150,100,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Wiyung Raya No.152, Surabaya (-7.35335, 112.687165)",Keduanya,Baik,1000000.0,Tinggi
Wiyung,4,2,153,150,SHM - Sertifikat Hak Milik,1300.0,,,Unfurnished,1.0,Utara,,,,,Butuh Renovasi,"Jl. Wiyung Raya No.109, Surabaya (-7.253185, 112.626383)",Keduanya,Baik,1000000.0,Rendah
Wonocolo,6,3,153,160,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Timur,Ya,,PAM atau PDAM,Tidak,Butuh Renovasi,"Jl. Wonocolo Raya No.76, Surabaya (-7.393845, 112.668058)",Dijual,Baik,1000000.0,Tinggi
Wonocolo,6,3,153,160,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Timur,Ya,,PAM atau PDAM,Tidak,Butuh Renovasi,"Jl. Wonocolo Raya No.30, Surabaya (-7.276507, 112.702847)",Dijual,Baik,1000000.0,Tinggi
Wonocolo,6,3,153,160,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Timur,Ya,,PAM atau PDAM,Tidak,Butuh Renovasi,"Jl. Wonocolo Raya No.58, Surabaya (-7.247868, 112.77041)",Keduanya,Buruk,1000000.0,Tinggi
Wonocolo,6,3,153,160,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Timur,Ya,,PAM atau PDAM,Tidak,Butuh Renovasi,"Jl. Wonocolo Raya No.117, Surabaya (-7.303855, 112.728349)",Disewa,Baik,1000000.0,Tinggi
Wonocolo,6,3,153,160,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,,PAM atau PDAM,Tidak,Butuh Renovasi,"Jl. Wonocolo Raya No.159, Surabaya (-7.213687, 112.635207)",Keduanya,Buruk,1000000.0,Rendah
Wonocolo,6,3,153,160,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Timur,Ya,,PAM atau PDAM,Tidak,Butuh Renovasi,"Jl. Wonocolo Raya No.100, Surabaya (-7.258424, 112.631741)",Keduanya,Buruk,1000000.0,Rendah
Gubeng,4,3,160,230,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Ya,Ya,Unfurnished,2.0,,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Gubeng Raya No.192, Surabaya (-7.250415, 112.682467)",Keduanya,Baik,1147000.0,Tinggi
Gubeng,4,3,160,230,"Lainnya (PPJB,Girik,Adat,dll)",,,Tidak,Unfurnished,2.0,,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Gubeng Raya No.19, Surabaya (-7.360613, 112.615039)",Keduanya,Buruk,1147000.0,Tinggi
Gubeng,4,3,160,230,SHM - Sertifikat Hak Milik,,,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Gubeng Raya No.176, Surabaya (-7.244541, 112.751115)",Keduanya,Baik,1147000.0,Tinggi
Gubeng,4,3,160,230,"Lainnya (PPJB,Girik,Adat,dll)",,,Ya,Unfurnished,2.0,Selatan,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Gubeng Raya No.173, Surabaya (-7.233581, 112.680291)",Keduanya,Buruk,1147000.0,Tinggi
Sukolilo,3,2,160,120,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,Utara,Ya,3 Mobil,,Tidak,Bagus,"Jl. Sukolilo Raya No.94, Surabaya (-7.327747, 112.668605)",Keduanya,Baik,1000000.0,Tinggi
Sukomanunggal,6,2,162,130,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sukomanunggal Raya No.183, Surabaya (-7.357327, 112.701822)",Disewa,Baik,1000000.0,Tinggi
Wiyung,4,3,165,235,SHM - Sertifikat Hak Milik,4400.0,,,Unfurnished,2.0,Barat,,,,,Bagus,"Jl. Wiyung Raya No.113, Surabaya (-7.32299, 112.741791)",Keduanya,Buruk,1000000.0,Tinggi
Rungkut,3,1,190,150,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.183, Surabaya (-7.252078, 112.713869)",Dijual,Baik,1032000.0,Tinggi
Wonokromo,6,3,191,200,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Ya,Ya,Unfurnished,2.0,,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wonokromo Raya No.146, Surabaya (-7.316472, 112.760481)",Keduanya,Baik,1032000.0,Tinggi
Rungkut,3,3,200,150,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,2 Mobil,,Tidak,,"Jl. Rungkut Raya No.63, Surabaya (-7.25267, 112.725873)",Disewa,Baik,1032000.0,Tinggi
Tenggilis mejoyo,3,2,200,150,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi,"Jl. Tenggilis Mejoyo Raya No.116, Surabaya (-7.377287, 112.757594)",Dijual,Baik,1000000.0,Rendah
Wiyung,2,2,200,150,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,,,Tidak,Bagus,"Jl. Wiyung Raya No.113, Surabaya (-7.238798, 112.739356)",Keduanya,Baik,1000000.0,Tinggi
Wonocolo,5,4,204,144,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Wonocolo Raya No.47, Surabaya (-7.349359, 112.638625)",Keduanya,Buruk,1000000.0,Tinggi
Simokerto,5,3,217,435,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,,,Unfurnished,2.0,Utara,,,,,Butuh Renovasi,"Jl. Simokerto Raya No.57, Surabaya (-7.350214, 112.610471)",Dijual,Baik,1000000.0,Tinggi
Rungkut,2,1,240,96,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Ya,Butuh Renovasi,"Jl. Rungkut Raya No.118, Surabaya (-7.281924, 112.780679)",Keduanya,Baik,1032000.0,Tinggi
Wiyung,4,5,240,400,SHM - Sertifikat Hak Milik,4400.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.45, Surabaya (-7.385976, 112.789131)",Disewa,Baik,1000000.0,Tinggi
Wiyung,4,3,242,130,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,Utara,Ya,1 Mobil,,Tidak,Bagus,"Jl. Wiyung Raya No.161, Surabaya (-7.39474, 112.745386)",Keduanya,Baik,1000000.0,Tinggi
Wiyung,3,2,242,160,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.145, Surabaya (-7.347794, 112.744841)",Disewa,Baik,1000000.0,Tinggi
Tambaksari,3,2,252,240,SHM - Sertifikat Hak Milik,3500.0,Tidak,Tidak,Unfurnished,1.0,Timur,Tidak,2 Mobil,PAM atau PDAM,Tidak,,"Jl. Tambaksari Raya No.198, Surabaya (-7.292386, 112.654029)",Keduanya,Baik,1032000.0,Tinggi
Wiyung,4,3,260,450,SHM - Sertifikat Hak Milik,4400.0,,Tidak,Unfurnished,2.0,Barat,Ya,2 Mobil,,Tidak,Bagus,"Jl. Wiyung Raya No.4, Surabaya (-7.218477, 112.708488)",Dijual,Buruk,1000000.0,Rendah
Wiyung,3,3,262,190,SHM - Sertifikat Hak Milik,4400.0,,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Bagus,"Jl. Wiyung Raya No.148, Surabaya (-7.230713, 112.798448)",Disewa,Baik,1000000.0,Tinggi
Wiyung,4,4,328,450,HGB - Hak Guna Bangunan,6600.0,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.47, Surabaya (-7.301911, 112.771229)",Keduanya,Baik,1000000.0,Rendah
Wiyung,4,3,525,400,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.143, Surabaya (-7.39259, 112.660879)",Keduanya,Buruk,1000000.0,Tinggi
Sukomanunggal,3,2,72,91,SHM - Sertifikat Hak Milik,,,Tidak,Unfurnished,2.0,,Tidak,,PAM atau PDAM,Tidak,Baru,"Jl. Sukomanunggal Raya No.198, Surabaya (-7.292949, 112.660209)",Dijual,Baik,1000000.0,Tinggi
Rungkut,4,3,180,172,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,Utara,Ya,,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.47, Surabaya (-7.259041, 112.696715)",Dijual,Baik,1032000.0,Tinggi
Sambikerep,6,3,200,150,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.78, Surabaya (-7.332167, 112.68092)",Disewa,Baik,1000000.0,Tinggi
Tenggilis mejoyo,5,2,228,240,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Tenggilis Mejoyo Raya No.124, Surabaya (-7.377787, 112.674231)",Disewa,Buruk,1000000.0,Tinggi
Tandes,2,2,72,70,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Tandes Raya No.75, Surabaya (-7.344286, 112.725394)",Disewa,Baik,1000000.0,Tinggi
Lakarsantri,3,3,96,130,SHM - Sertifikat Hak Milik,,,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Baru,"Jl. Lakarsantri Raya No.103, Surabaya (-7.245682, 112.602298)",Keduanya,Baik,1000000.0,Tinggi
Rungkut,3,2,210,200,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Utara,Ya,3 Mobil,PAM atau PDAM,Ya,Butuh Renovasi,"Jl. Rungkut Raya No.137, Surabaya (-7.329751, 112.752668)",Keduanya,Baik,1032000.0,Tinggi
Tambaksari,6,3,240,400,SHM - Sertifikat Hak Milik,3500.0,,Tidak,Unfurnished,2.0,Selatan,Tidak,,PAM atau PDAM,Tidak,Sudah Renovasi,"Jl. Tambaksari Raya No.90, Surabaya (-7.237604, 112.748011)",Disewa,Baik,1032000.0,Tinggi
Tambaksari,3,2,270,200,SHM - Sertifikat Hak Milik,4400.0,,,Unfurnished,1.0,,,,,,Butuh Renovasi,"Jl. Tambaksari Raya No.144, Surabaya (-7.336096, 112.766065)",Keduanya,Baik,1032000.0,Tinggi
Kenjeran,3,2,60,80,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,,"Jl. Kenjeran Raya No.69, Surabaya (-7.367289, 112.76829)",Dijual,Baik,1032000.0,Tinggi
Tandes,2,2,60,79,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Tandes Raya No.61, Surabaya (-7.31283, 112.71328)",Keduanya,Baik,1000000.0,Tinggi
Benowo,2,2,70,70,"Lainnya (PPJB,Girik,Adat,dll)",,Ya,Ya,Unfurnished,2.0,,Tidak,,,Tidak,Baru,"Jl. Benowo Raya No.138, Surabaya (-7.309545, 112.756015)",Disewa,Baik,1000000.0,Tinggi
Benowo,2,2,70,70,"Lainnya (PPJB,Girik,Adat,dll)",,Ya,Ya,Unfurnished,2.0,,Tidak,,,Tidak,Baru,"Jl. Benowo Raya No.50, Surabaya (-7.396778, 112.698479)",Keduanya,Baik,1000000.0,Tinggi
Benowo,2,2,70,70,"Lainnya (PPJB,Girik,Adat,dll)",,Ya,Ya,Unfurnished,2.0,,Tidak,,,Tidak,Baru,"Jl. Benowo Raya No.3, Surabaya (-7.376591, 112.790306)",Dijual,Baik,1000000.0,Tinggi
Rungkut,3,2,70,105,SHM - Sertifikat Hak Milik,1300.0,,Tidak,Unfurnished,2.0,,Tidak,2 Mobil,,Tidak,Baru,"Jl. Rungkut Raya No.107, Surabaya (-7.363015, 112.63814)",Disewa,Buruk,1032000.0,Tinggi
Pakal,2,2,72,80,HGB - Hak Guna Bangunan,,,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Pakal Raya No.113, Surabaya (-7.377283, 112.783123)",Disewa,Buruk,1032000.0,Tinggi
