Nama_Aset,Lokasi,Luas_m2,Sertifikat,Lokasi_Pasti,Kondisi,Tipe_Iklan,NJOP_Rp_per_m2,Jumlah_Penduduk,Aksesibilitas
Karang Pilang,"Jl. Moch. Toha, Karang Pilang, Surabaya",1383,Girik,"Jl. Moch. Toha, Karang Pilang, Surabaya (-7.294582, 112.739007)",Second,Disewa,862000.0,,Baik
Sukolilo,"Jalan Soekarno Hatta, Sukolilo, Surabaya",1142,HGB,"Jalan Soekarno Hatta, Sukolilo, Surabaya (-7.284858, 112.786358)",Second,Disewa,,110557.0,Baik
Tegalsari,"Gg. Dipatiukur, Tegalsari, Surabaya",767,Girik,"Gg. Dipatiukur, Tegalsari, Surabaya (-7.267026, 112.792926)",Second,Dijual,,92014.0,Buruk
Asemrowo,"Gg. R.E Martadinata, Asemrowo, Surabaya",1784,Belum Bersertifikat,"Gg. R.E Martadinata, Asemrowo, Surabaya (-7.329358, 112.730345)",Second,Disewa/Dijual,916000.0,45547.0,Baik
Pakal,"Gg. Raya Ujungberung, Pakal, Surabaya",1223,Girik,"Gg. Raya Ujungberung, Pakal, Surabaya (-7.348900, 112.786394)",Second,Disewa,,59971.0,Baik
Wonokromo,"Gg. Pasir Koja, Wonokromo, Surabaya",793,HGB,"Gg. Pasir Koja, Wonokromo, Surabaya (-7.336311, 112.778152)",Second,Dijual,,144650.0,Baik
Sawahan,"Gang Rajiman, Sawahan, Surabaya",981,Belum Bersertifikat,"Gang Rajiman, Sawahan, Surabaya (-7.259998, 112.793081)",Second,Disewa,1032000.0,188693.0,Buruk
Krembangan,"Gang Sadang Serang, Krembangan, Surabaya",1249,HGB,"Gang Sadang Serang, Krembangan, Surabaya (-7.262611, 112.724575)",Second,Dijual,,109027.0,Buruk
Sukolilo,"Jl. Tubagus Ismail, Sukolilo, Surabaya",1431,Belum Bersertifikat,"Jl. Tubagus Ismail, Sukolilo, Surabaya (-7.290259, 112.757696)",Second,Disewa/Dijual,,110557.0,Baik
Pakal,"Gang Kiaracondong, Pakal, Surabaya",776,Belum Bersertifikat,"Gang Kiaracondong, Pakal, Surabaya (-7.289948, 112.727454)",Second,Dijual,,59971.0,Baik
Asemrowo,"Jalan Kutisari Selatan, Asemrowo, Surabaya",1711,Belum Bersertifikat,"Jalan Kutisari Selatan, Asemrowo, Surabaya (-7.283496, 112.782409)",Second,Disewa/Dijual,916000.0,45547.0,Baik
Asemrowo,"Jalan Sentot Alibasa, Asemrowo, Surabaya",1329,HGB,"Jalan Sentot Alibasa, Asemrowo, Surabaya (-7.332463, 112.700532)",Second,Disewa,916000.0,45547.0,Baik
Sawahan,"Jalan Jend. A. Yani, Sawahan, Surabaya",745,SHM,"Jalan Jend. A. Yani, Sawahan, Surabaya (-7.258559, 112.756482)",Second,Disewa/Dijual,1032000.0,188693.0,Buruk
Kenjeran,"Gg. Pelajar Pejuang, Kenjeran, Surabaya",1205,SHM,"Gg. Pelajar Pejuang, Kenjeran, Surabaya (-7.308123, 112.733920)",Second,Dijual,,181325.0,Baik
Tambaksari,"Jalan Dipatiukur, Tambaksari, Surabaya",1811,Belum Bersertifikat,"Jalan Dipatiukur, Tambaksari, Surabaya (-7.311686, 112.732268)",Second,Disewa,,214966.0,Baik
Gubeng,"Jalan Jamika, Gubeng, Surabaya",1718,HGB,"Jalan Jamika, Gubeng, Surabaya (-7.298108, 112.764491)",Second,Disewa,1147000.0,123961.0,Baik
Rungkut,"Jl. Ahmad Dahlan, Rungkut, Surabaya",1639,HGB,"Jl. Ahmad Dahlan, Rungkut, Surabaya (-7.345303, 112.785148)",Second,Dijual,,123757.0,Baik
Bulak,"Gg. Jakarta, Bulak, Surabaya",1432,HGB,"Gg. Jakarta, Bulak, Surabaya (-7.333372, 112.760920)",Second,Disewa/Dijual,,43764.0,Baik
Sambikerep,"Gg. Gedebage Selatan, Sambikerep, Surabaya",1837,Girik,"Gg. Gedebage Selatan, Sambikerep, Surabaya (-7.276197, 112.785317)",Second,Dijual,,63778.0,Baik
Dukuh Pakis,"Jalan Monginsidi, Dukuh Pakis, Surabaya",1656,Belum Bersertifikat,"Jalan Monginsidi, Dukuh Pakis, Surabaya (-7.341720, 112.726460)",Second,Disewa/Dijual,,56707.0,Baik
Rungkut,"Jalan HOS. Cokroaminoto, Rungkut, Surabaya",1692,SHM,"Jalan HOS. Cokroaminoto, Rungkut, Surabaya (-7.289685, 112.751950)",Second,Disewa/Dijual,,123757.0,Baik
Tandes,"Gg. Merdeka, Tandes, Surabaya",1606,Girik,"Gg. Merdeka, Tandes, Surabaya (-7.325465, 112.745054)",Second,Disewa,,87511.0,Baik
Tambaksari,"Jl. Cikutra Barat, Tambaksari, Surabaya",1094,Girik,"Jl. Cikutra Barat, Tambaksari, Surabaya (-7.311070, 112.701164)",Second,Disewa/Dijual,,214966.0,Baik
Rungkut,"Gg. Cikutra Timur, Rungkut, Surabaya",1222,Girik,"Gg. Cikutra Timur, Rungkut, Surabaya (-7.321131, 112.755681)",Second,Disewa,,123757.0,Baik
Tegalsari,"Jl. Laswi, Tegalsari, Surabaya",1677,HGB,"Jl. Laswi, Tegalsari, Surabaya (-7.314433, 112.766152)",Second,Dijual,,92014.0,Baik
Dukuh Pakis,"Gg. Peta, Dukuh Pakis, Surabaya",821,Belum Bersertifikat,"Gg. Peta, Dukuh Pakis, Surabaya (-7.278095, 112.759191)",Second,Dijual,,56707.0,Baik
Bulak,"Jl. Rawamangun, Bulak, Surabaya",1640,HGB,"Jl. Rawamangun, Bulak, Surabaya (-7.320288, 112.773628)",Second,Disewa,,43764.0,Baik
Genteng,"Gang Tubagus Ismail, Genteng, Surabaya",806,HGB,"Gang Tubagus Ismail, Genteng, Surabaya (-7.293360, 112.757134)",Second,Disewa,,52924.0,Baik
Semampir,"Jl. Joyoboyo, Semampir, Surabaya",1471,HGB,"Jl. Joyoboyo, Semampir, Surabaya (-7.302395, 112.706675)",Second,Disewa/Dijual,,172669.0,Baik
Genteng,"Jalan Kutai, Genteng, Surabaya",1440,Belum Bersertifikat,"Jalan Kutai, Genteng, Surabaya (-7.283633, 112.711645)",Second,Disewa,,52924.0,Baik
Pabean Cantikan,"Jalan Suryakencana, Pabean Cantikan, Surabaya",1151,Girik,"Jalan Suryakencana, Pabean Cantikan, Surabaya (-7.256317, 112.759647)",Second,Dijual,,,Buruk
Simokerto,"Jl. Ciwastra, Simokerto, Surabaya",1127,Girik,"Jl. Ciwastra, Simokerto, Surabaya (-7.276743, 112.727498)",Second,Disewa,,86897.0,Baik
Rungkut,"Gg. Siliwangi, Rungkut, Surabaya",876,Girik,"Gg. Siliwangi, Rungkut, Surabaya (-7.328506, 112.707965)",Second,Disewa,,123757.0,Baik
Kenjeran,"Gg. Joyoboyo, Kenjeran, Surabaya",1314,Belum Bersertifikat,"Gg. Joyoboyo, Kenjeran, Surabaya (-7.346882, 112.742960)",Second,Disewa,,181325.0,Baik
Wonokromo,"Jalan Sukabumi, Wonokromo, Surabaya",1142,SHM,"Jalan Sukabumi, Wonokromo, Surabaya (-7.323774, 112.755432)",Second,Disewa/Dijual,,144650.0,Baik
Simokerto,"Gg. Peta, Simokerto, Surabaya",1983,Girik,"Gg. Peta, Simokerto, Surabaya (-7.290492, 112.732875)",Second,Disewa,,86897.0,Baik
Benowo,"Jl. Dipenogoro, Benowo, Surabaya",1367,Belum Bersertifikat,"Jl. Dipenogoro, Benowo, Surabaya (-7.344857, 112.772043)",Second,Disewa/Dijual,,69938.0,Baik
Krembangan,"Gang Gegerkalong Hilir, Krembangan, Surabaya",1278,Belum Bersertifikat,"Gang Gegerkalong Hilir, Krembangan, Surabaya (-7.300363, 112.764377)",Second,Disewa/Dijual,,109027.0,Baik
Sawahan,"Jl. KH Amin Jasuta, Sawahan, Surabaya",1181,Girik,"Jl. KH Amin Jasuta, Sawahan, Surabaya (-7.290316, 112.733282)",Second,Disewa,1032000.0,188693.0,Baik
Rungkut,"Jl. Kendalsari, Rungkut, Surabaya",1551,HGB,"Jl. Kendalsari, Rungkut, Surabaya (-7.316576, 112.775487)",Second,Disewa/Dijual,,123757.0,Baik
Krembangan,"Jalan Cihampelas, Krembangan, Surabaya",1966,Belum Bersertifikat,"Jalan Cihampelas, Krembangan, Surabaya (-7.272909, 112.764870)",Second,Disewa,,109027.0,Baik
Karang Pilang,"Gg. Raya Ujungberung, Karang Pilang, Surabaya",803,Girik,"Gg. Raya Ujungberung, Karang Pilang, Surabaya (-7.339340, 112.763745)",Second,Dijual,862000.0,,Baik
Tandes,"Gang Ciwastra, Tandes, Surabaya",1320,HGB,"Gang Ciwastra, Tandes, Surabaya (-7.342486, 112.755343)",Second,Dijual,,87511.0,Baik
Tegalsari,"Jl. Kutai, Tegalsari, Surabaya",952,Girik,"Jl. Kutai, Tegalsari, Surabaya (-7.277181, 112.701139)",Second,Disewa/Dijual,,92014.0,Baik
Tandes,"Gang Cikutra Barat, Tandes, Surabaya",1432,Girik,"Gang Cikutra Barat, Tandes, Surabaya (-7.300451, 112.769651)",Second,Dijual,,87511.0,Baik
Pakal,"Gg. Pasteur, Pakal, Surabaya",926,Belum Bersertifikat,"Gg. Pasteur, Pakal, Surabaya (-7.281160, 112.737604)",Second,Disewa,,59971.0,Baik
Rungkut,"Jl. M.T Haryono, Rungkut, Surabaya",1493,Girik,"Jl. M.T Haryono, Rungkut, Surabaya (-7.306517, 112.794261)",Second,Disewa/Dijual,,123757.0,Baik
Dukuh Pakis,"Jalan Yos Sudarso, Dukuh Pakis, Surabaya",1341,SHM,"Jalan Yos Sudarso, Dukuh Pakis, Surabaya (-7.325360, 112.781798)",Second,Disewa,,56707.0,Baik
Sawahan,"Gg. Kebonjati, Sawahan, Surabaya",1643,SHM,"Gg. Kebonjati, Sawahan, Surabaya (-7.268090, 112.758769)",Second,Disewa/Dijual,1032000.0,188693.0,Buruk
Asemrowo,"Gg. Pacuan Kuda, Asemrowo, Surabaya",1461,Girik,"Gg. Pacuan Kuda, Asemrowo, Surabaya (-7.270058, 112.725218)",Second,Disewa/Dijual,916000.0,45547.0,Baik
Rungkut,"Jl. Suryakencana, Rungkut, Surabaya",851,Belum Bersertifikat,"Jl. Suryakencana, Rungkut, Surabaya (-7.280530, 112.720372)",Second,Disewa/Dijual,,123757.0,Baik
Karang Pilang,"Jl. Pasteur, Karang Pilang, Surabaya",772,HGB,"Jl. Pasteur, Karang Pilang, Surabaya (-7.322785, 112.734038)",Second,Disewa/Dijual,862000.0,,Baik
Genteng,"Jl. Gardujati, Genteng, Surabaya",1798,HGB,"Jl. Gardujati, Genteng, Surabaya (-7.290977, 112.747657)",Second,Dijual,,52924.0,Baik
Pakal,"Gg. Sentot Alibasa, Pakal, Surabaya",1132,HGB,"Gg. Sentot Alibasa, Pakal, Surabaya (-7.313903, 112.729607)",Second,Dijual,,59971.0,Baik
Rungkut,"Gang Peta, Rungkut, Surabaya",1876,Girik,"Gang Peta, Rungkut, Surabaya (-7.340842, 112.751493)",Second,Dijual,,123757.0,Baik
Semampir,"Jl. Kebonjati, Semampir, Surabaya",1442,Belum Bersertifikat,"Jl. Kebonjati, Semampir, Surabaya (-7.258269, 112.716537)",Second,Disewa/Dijual,,172669.0,Buruk
Karang Pilang,"Jalan Medokan Ayu, Karang Pilang, Surabaya",883,Belum Bersertifikat,"Jalan Medokan Ayu, Karang Pilang, Surabaya (-7.336318, 112.797771)",Second,Dijual,862000.0,,Baik
Rungkut,"Jl. Rungkut Industri, Rungkut, Surabaya",1687,SHM,"Jl. Rungkut Industri, Rungkut, Surabaya (-7.254976, 112.710792)",Second,Disewa/Dijual,,123757.0,Buruk
Gubeng,"Gang Ahmad Dahlan, Gubeng, Surabaya",1791,Girik,"Gang Ahmad Dahlan, Gubeng, Surabaya (-7.305399, 112.793194)",Second,Dijual,1147000.0,123961.0,Baik
Tambaksari,"Gang Suniaraja, Tambaksari, Surabaya",1496,Girik,"Gang Suniaraja, Tambaksari, Surabaya (-7.331487, 112.791358)",Second,Disewa/Dijual,,214966.0,Baik
Rungkut,"Jalan M.T Haryono, Rungkut, Surabaya",902,SHM,"Jalan M.T Haryono, Rungkut, Surabaya (-7.295810, 112.752536)",Second,Dijual,,123757.0,Baik
Karang Pilang,"Gg. Cihampelas, Karang Pilang, Surabaya",1206,Belum Bersertifikat,"Gg. Cihampelas, Karang Pilang, Surabaya (-7.262705, 112.772491)",Second,Dijual,862000.0,,Buruk
Sukolilo,"Jl. Moch. Toha, Sukolilo, Surabaya",1981,HGB,"Jl. Moch. Toha, Sukolilo, Surabaya (-7.276778, 112.743605)",Second,Dijual,,110557.0,Baik
Sawahan,"Gg. Suniaraja, Sawahan, Surabaya",1303,Belum Bersertifikat,"Gg. Suniaraja, Sawahan, Surabaya (-7.269344, 112.763003)",Second,Disewa/Dijual,1032000.0,188693.0,Buruk
Bulak,"Gg. Joyoboyo, Bulak, Surabaya",1332,HGB,"Gg. Joyoboyo, Bulak, Surabaya (-7.284122, 112.734058)",Second,Disewa/Dijual,,43764.0,Baik
Sawahan,"Gang Cihampelas, Sawahan, Surabaya",1015,Girik,"Gang Cihampelas, Sawahan, Surabaya (-7.280772, 112.730116)",Second,Dijual,1032000.0,188693.0,Baik
Karang Pilang,"Gang Dipenogoro, Karang Pilang, Surabaya",1196,Belum Bersertifikat,"Gang Dipenogoro, Karang Pilang, Surabaya (-7.265080, 112.757823)",Second,Disewa/Dijual,862000.0,,Buruk
Krembangan,"Jl. Pasir Koja, Krembangan, Surabaya",1226,SHM,"Jl. Pasir Koja, Krembangan, Surabaya (-7.325033, 112.749813)",Second,Disewa,,109027.0,Baik
Tambaksari,"Jl. Raya Setiabudhi, Tambaksari, Surabaya",1495,SHM,"Jl. Raya Setiabudhi, Tambaksari, Surabaya (-7.301058, 112.757954)",Second,Dijual,,214966.0,Baik
Asemrowo,"Jalan Joyoboyo, Asemrowo, Surabaya",1025,SHM,"Jalan Joyoboyo, Asemrowo, Surabaya (-7.327879, 112.728666)",Second,Dijual,916000.0,45547.0,Baik
Dukuh Pakis,"Gg. Raya Ujungberung, Dukuh Pakis, Surabaya",728,HGB,"Gg. Raya Ujungberung, Dukuh Pakis, Surabaya (-7.251233, 112.736696)",Second,Disewa,,56707.0,Buruk
Dukuh Pakis,"Gg. Dipatiukur, Dukuh Pakis, Surabaya",1719,Belum Bersertifikat,"Gg. Dipatiukur, Dukuh Pakis, Surabaya (-7.255594, 112.708390)",Second,Disewa/Dijual,,56707.0,Buruk
Bulak,"Gang Siliwangi, Bulak, Surabaya",1561,SHM,"Gang Siliwangi, Bulak, Surabaya (-7.346057, 112.705228)",Second,Disewa/Dijual,,43764.0,Baik
Dukuh Pakis,"Gg. Cikutra Barat, Dukuh Pakis, Surabaya",1304,HGB,"Gg. Cikutra Barat, Dukuh Pakis, Surabaya (-7.279442, 112.725346)",Second,Disewa/Dijual,,56707.0,Baik
Dukuh Pakis,"Jalan Setiabudhi, Dukuh Pakis, Surabaya",1492,SHM,"Jalan Setiabudhi, Dukuh Pakis, Surabaya (-7.257475, 112.707425)",Second,Dijual,,56707.0,Buruk
Tandes,"Gg. Erlangga, Tandes, Surabaya",771,SHM,"Gg. Erlangga, Tandes, Surabaya (-7.331942, 112.710377)",Second,Dijual,,87511.0,Baik
Wonokromo,"Gg. Jend. A. Yani, Wonokromo, Surabaya",1209,SHM,"Gg. Jend. A. Yani, Wonokromo, Surabaya (-7.293205, 112.781293)",Second,Dijual,,144650.0,Baik
Semampir,"Gg. KH Amin Jasuta, Semampir, Surabaya",831,SHM,"Gg. KH Amin Jasuta, Semampir, Surabaya (-7.258451, 112.703887)",Second,Dijual,,172669.0,Buruk
Tandes,"Jalan Ciwastra, Tandes, Surabaya",1509,Girik,"Jalan Ciwastra, Tandes, Surabaya (-7.346605, 112.765894)",Second,Dijual,,87511.0,Baik
Pabean Cantikan,"Gang Rajawali Barat, Pabean Cantikan, Surabaya",1504,HGB,"Gang Rajawali Barat, Pabean Cantikan, Surabaya (-7.280258, 112.727256)",Second,Disewa/Dijual,,,Baik
Sambikerep,"Jalan Laswi, Sambikerep, Surabaya",1271,Belum Bersertifikat,"Jalan Laswi, Sambikerep, Surabaya (-7.320265, 112.787155)",Second,Disewa,,63778.0,Baik
Sambikerep,"Jl. Ir. H. Djuanda, Sambikerep, Surabaya",1394,Belum Bersertifikat,"Jl. Ir. H. Djuanda, Sambikerep, Surabaya (-7.257560, 112.748499)",Second,Disewa/Dijual,,63778.0,Buruk
Lakarsantri,"Gang Rungkut Industri, Lakarsantri, Surabaya",1063,Belum Bersertifikat,"Gang Rungkut Industri, Lakarsantri, Surabaya (-7.252894, 112.730558)",Second,Disewa/Dijual,,59256.0,Buruk
Lakarsantri,"Gang Stasiun Wonokromo, Lakarsantri, Surabaya",1462,Belum Bersertifikat,"Gang Stasiun Wonokromo, Lakarsantri, Surabaya (-7.255573, 112.751764)",Second,Dijual,,59256.0,Buruk
Genteng,"Gang Pacuan Kuda, Genteng, Surabaya",1905,Girik,"Gang Pacuan Kuda, Genteng, Surabaya (-7.302579, 112.738196)",Second,Disewa,,52924.0,Baik
Wonokromo,"Jalan Dipenogoro, Wonokromo, Surabaya",1733,SHM,"Jalan Dipenogoro, Wonokromo, Surabaya (-7.263796, 112.756430)",Second,Disewa,,144650.0,Buruk
Gubeng,"Gg. Astana Anyar, Gubeng, Surabaya",1137,SHM,"Gg. Astana Anyar, Gubeng, Surabaya (-7.265545, 112.711453)",Second,Disewa/Dijual,1147000.0,123961.0,Buruk
Sukolilo,"Jalan Rawamangun, Sukolilo, Surabaya",1879,Belum Bersertifikat,"Jalan Rawamangun, Sukolilo, Surabaya (-7.318090, 112.799699)",Second,Disewa,,110557.0,Baik
Simokerto,"Jalan Soekarno Hatta, Simokerto, Surabaya",1130,SHM,"Jalan Soekarno Hatta, Simokerto, Surabaya (-7.267108, 112.742556)",Second,Disewa/Dijual,,86897.0,Buruk
Semampir,"Gg. Pasteur, Semampir, Surabaya",818,Girik,"Gg. Pasteur, Semampir, Surabaya (-7.346299, 112.734823)",Second,Disewa/Dijual,,172669.0,Baik
Sukolilo,"Jalan Dipatiukur, Sukolilo, Surabaya",1521,Belum Bersertifikat,"Jalan Dipatiukur, Sukolilo, Surabaya (-7.290373, 112.771021)",Second,Disewa/Dijual,,110557.0,Baik
Asemrowo,"Jalan W.R. Supratman, Asemrowo, Surabaya",1784,SHM,"Jalan W.R. Supratman, Asemrowo, Surabaya (-7.326999, 112.736390)",Second,Disewa/Dijual,916000.0,45547.0,Baik
Asemrowo,"Jl. Rawamangun, Asemrowo, Surabaya",1309,HGB,"Jl. Rawamangun, Asemrowo, Surabaya (-7.337943, 112.783327)",Second,Dijual,916000.0,45547.0,Baik
Asemrowo,"Gg. Raya Ujungberung, Asemrowo, Surabaya",999,SHM,"Gg. Raya Ujungberung, Asemrowo, Surabaya (-7.342305, 112.745427)",Second,Disewa,916000.0,45547.0,Baik
Gubeng,"Jalan Ahmad Yani, Gubeng, Surabaya",1142,Belum Bersertifikat,"Jalan Ahmad Yani, Gubeng, Surabaya (-7.280371, 112.771956)",Second,Dijual,1147000.0,123961.0,Baik
Karang Pilang,"Gg. Setiabudhi, Karang Pilang, Surabaya",918,HGB,"Gg. Setiabudhi, Karang Pilang, Surabaya (-7.316013, 112.710745)",Second,Dijual,862000.0,,Baik
Tambaksari,"Gg. Cikutra Barat, Tambaksari, Surabaya",1601,Girik,"Gg. Cikutra Barat, Tambaksari, Surabaya (-7.277523, 112.784612)",Second,Dijual,,214966.0,Baik
Genteng,"Gang Cempaka, Genteng, Surabaya",1330,Belum Bersertifikat,"Gang Cempaka, Genteng, Surabaya (-7.343464, 112.773572)",Second,Disewa/Dijual,,52924.0,Baik
Krembangan,"Jalan Antapani Lama, Krembangan, Surabaya",1726,Girik,"Jalan Antapani Lama, Krembangan, Surabaya (-7.318471, 112.721172)",Second,Disewa/Dijual,,109027.0,Baik
Lakarsantri,"Gg. Rumah Sakit, Lakarsantri, Surabaya",1361,Belum Bersertifikat,"Gg. Rumah Sakit, Lakarsantri, Surabaya (-7.296051, 112.714529)",Second,Dijual,,59256.0,Baik
Benowo,"Gg. HOS. Cokroaminoto, Benowo, Surabaya",1479,Belum Bersertifikat,"Gg. HOS. Cokroaminoto, Benowo, Surabaya (-7.270928, 112.731629)",Second,Dijual,,69938.0,Baik
Pabean Cantikan,"Gang Gedebage Selatan, Pabean Cantikan, Surabaya",1222,Belum Bersertifikat,"Gang Gedebage Selatan, Pabean Cantikan, Surabaya (-7.318125, 112.797607)",Second,Disewa,,,Baik
Kenjeran,"Jalan Veteran, Kenjeran, Surabaya",1860,HGB,"Jalan Veteran, Kenjeran, Surabaya (-7.287411, 112.725683)",Second,Dijual,,181325.0,Baik
Rungkut,"Jl. Rumah Sakit, Rungkut, Surabaya",1992,SHM,"Jl. Rumah Sakit, Rungkut, Surabaya (-7.261402, 112.745613)",Second,Disewa/Dijual,,123757.0,Buruk
Krembangan,"Gang Abdul Muis, Krembangan, Surabaya",1941,SHM,"Gang Abdul Muis, Krembangan, Surabaya (-7.288414, 112.703002)",Second,Dijual,,109027.0,Baik
Benowo,"Jl. Otto Iskandardinata, Benowo, Surabaya",1180,Belum Bersertifikat,"Jl. Otto Iskandardinata, Benowo, Surabaya (-7.326704, 112.739723)",Second,Disewa,,69938.0,Baik
Semampir,"Gg. Gardujati, Semampir, Surabaya",1411,Girik,"Gg. Gardujati, Semampir, Surabaya (-7.347560, 112.757132)",Second,Disewa,,172669.0,Baik
Genteng,"Jl. Wonoayu, Genteng, Surabaya",1772,SHM,"Jl. Wonoayu, Genteng, Surabaya (-7.262990, 112.795312)",Second,Dijual,,52924.0,Buruk
Tegalsari,"Jl. Cihampelas, Tegalsari, Surabaya",1581,Belum Bersertifikat,"Jl. Cihampelas, Tegalsari, Surabaya (-7.347873, 112.751674)",Second,Disewa,,92014.0,Baik
Krembangan,"Gg. Moch. Ramdan, Krembangan, Surabaya",1900,SHM,"Gg. Moch. Ramdan, Krembangan, Surabaya (-7.262530, 112.781911)",Second,Disewa,,109027.0,Buruk
Pakal,"Gg. Veteran, Pakal, Surabaya",1740,Girik,"Gg. Veteran, Pakal, Surabaya (-7.297106, 112.754713)",Second,Disewa/Dijual,,59971.0,Baik
Simokerto,"Jl. Ciwastra, Simokerto, Surabaya",1362,HGB,"Jl. Ciwastra, Simokerto, Surabaya (-7.256093, 112.704079)",Second,Disewa,,86897.0,Buruk
Genteng,"Jalan Moch. Ramdan, Genteng, Surabaya",1438,Girik,"Jalan Moch. Ramdan, Genteng, Surabaya (-7.270122, 112.731501)",Second,Disewa,,52924.0,Baik
Pabean Cantikan,"Jalan Cihampelas, Pabean Cantikan, Surabaya",1018,Belum Bersertifikat,"Jalan Cihampelas, Pabean Cantikan, Surabaya (-7.250207, 112.757555)",Second,Dijual,,,Buruk
Krembangan,"Gg. Rajiman, Krembangan, Surabaya",1048,HGB,"Gg. Rajiman, Krembangan, Surabaya (-7.314929, 112.795059)",Second,Disewa/Dijual,,109027.0,Baik
Sawahan,"Jl. Raya Setiabudhi, Sawahan, Surabaya",1281,SHM,"Jl. Raya Setiabudhi, Sawahan, Surabaya (-7.273281, 112.785913)",Second,Disewa,1032000.0,188693.0,Baik
Pabean Cantikan,"Jl. Jakarta, Pabean Cantikan, Surabaya",1844,HGB,"Jl. Jakarta, Pabean Cantikan, Surabaya (-7.309807, 112.722836)",Second,Dijual,,,Baik
Dukuh Pakis,"Gg. Veteran, Dukuh Pakis, Surabaya",1851,Girik,"Gg. Veteran, Dukuh Pakis, Surabaya (-7.302012, 112.722011)",Second,Dijual,,56707.0,Baik
Dukuh Pakis,"Jalan Dipatiukur, Dukuh Pakis, Surabaya",1851,HGB,"Jalan Dipatiukur, Dukuh Pakis, Surabaya (-7.287249, 112.720117)",Second,Dijual,,56707.0,Baik
Benowo,"Gg. Medokan Ayu, Benowo, Surabaya",1852,Girik,"Gg. Medokan Ayu, Benowo, Surabaya (-7.262632, 112.792250)",Second,Dijual,,69938.0,Buruk
Tegalsari,"Gang Wonoayu, Tegalsari, Surabaya",1215,SHM,"Gang Wonoayu, Tegalsari, Surabaya (-7.251592, 112.785267)",Second,Dijual,,92014.0,Buruk
Gubeng,"Jl. Kebonjati, Gubeng, Surabaya",1968,HGB,"Jl. Kebonjati, Gubeng, Surabaya (-7.273173, 112.777488)",Second,Dijual,1147000.0,123961.0,Baik
Pakal,"Jl. Gegerkalong Hilir, Pakal, Surabaya",1488,HGB,"Jl. Gegerkalong Hilir, Pakal, Surabaya (-7.308223, 112.739274)",Second,Disewa,,59971.0,Baik
Tandes,"Jl. Abdul Muis, Tandes, Surabaya",1385,Belum Bersertifikat,"Jl. Abdul Muis, Tandes, Surabaya (-7.307864, 112.750438)",Second,Disewa/Dijual,,87511.0,Baik
Pakal,"Jalan Ir. H. Djuanda, Pakal, Surabaya",1073,Belum Bersertifikat,"Jalan Ir. H. Djuanda, Pakal, Surabaya (-7.276242, 112.746433)",Second,Disewa/Dijual,,59971.0,Baik
Benowo,"Gang Kapten Muslihat, Benowo, Surabaya",1464,SHM,"Gang Kapten Muslihat, Benowo, Surabaya (-7.326122, 112.725340)",Second,Dijual,,69938.0,Baik
Rungkut,"Jalan Soekarno Hatta, Rungkut, Surabaya",1870,Belum Bersertifikat,"Jalan Soekarno Hatta, Rungkut, Surabaya (-7.338953, 112.750503)",Second,Dijual,,123757.0,Baik
Gubeng,"Gg. Gegerkalong Hilir, Gubeng, Surabaya",1476,Belum Bersertifikat,"Gg. Gegerkalong Hilir, Gubeng, Surabaya (-7.314538, 112.703050)",Second,Disewa/Dijual,1147000.0,123961.0,Baik
Sambikerep,"Gg. Waringin, Sambikerep, Surabaya",1699,HGB,"Gg. Waringin, Sambikerep, Surabaya (-7.321276, 112.713181)",Second,Disewa,,63778.0,Baik
Tandes,"Gg. PHH. Mustofa, Tandes, Surabaya",1266,HGB,"Gg. PHH. Mustofa, Tandes, Surabaya (-7.320369, 112.788659)",Second,Dijual,,87511.0,Baik
Pakal,"Jalan Pasirkoja, Pakal, Surabaya",771,SHM,"Jalan Pasirkoja, Pakal, Surabaya (-7.326639, 112.775168)",Second,Disewa/Dijual,,59971.0,Baik
Asemrowo,"Gang Jamika, Asemrowo, Surabaya",1816,Girik,"Gang Jamika, Asemrowo, Surabaya (-7.345791, 112.742287)",Second,Disewa/Dijual,916000.0,45547.0,Baik
Pabean Cantikan,"Jl. Merdeka, Pabean Cantikan, Surabaya",1561,Belum Bersertifikat,"Jl. Merdeka, Pabean Cantikan, Surabaya (-7.348213, 112.751715)",Second,Dijual,,,Baik
Tegalsari,"Jl. Medokan Ayu, Tegalsari, Surabaya",1866,SHM,"Jl. Medokan Ayu, Tegalsari, Surabaya (-7.251228, 112.737000)",Second,Disewa/Dijual,,92014.0,Buruk
Sukolilo,"Gg. Cikutra Barat, Sukolilo, Surabaya",1367,Girik,"Gg. Cikutra Barat, Sukolilo, Surabaya (-7.307223, 112.774078)",Second,Disewa,,110557.0,Baik
Karang Pilang,"Jl. BKR, Karang Pilang, Surabaya",1789,HGB,"Jl. BKR, Karang Pilang, Surabaya (-7.311567, 112.778419)",Second,Disewa/Dijual,862000.0,,Baik
Tandes,"Jl. W.R. Supratman, Tandes, Surabaya",1682,SHM,"Jl. W.R. Supratman, Tandes, Surabaya (-7.282035, 112.776329)",Second,Dijual,,87511.0,Baik
Tegalsari,"Jalan Cihampelas, Tegalsari, Surabaya",875,Belum Bersertifikat,"Jalan Cihampelas, Tegalsari, Surabaya (-7.328175, 112.772261)",Second,Dijual,,92014.0,Baik
